8	15	7.000000	7.000000	0.000000	12.503828	1.466000e-05
16	33	14.000000	14.000000	1.000000	12.503828	1.000000e-05
32	73	28.000000	28.000000	2.000000	12.503828	1.328000e-05
64	174	60.000000	60.000000	18.000000	12.503828	2.092000e-05
128	385	124.000000	124.000000	24.000000	12.503828	2.976000e-05
256	789	234.000000	234.000000	49.000000	12.503828	5.534000e-05
512	1791	495.000000	495.000000	121.000000	12.503828	8.910000e-05
1024	3877	1004.000000	1004.000000	316.000000	12.749922	1.575400e-04
2048	7869	2000.000000	2000.000000	595.000000	12.996484	3.234200e-04
4096	17407	4029.000000	4029.000000	1410.000000	13.535078	6.929600e-04
8192	37267	8096.000000	8096.000000	3200.000000	14.765547	1.538960e-03
16384	69068	16107.000000	16107.000000	5655.000000	16.910078	3.211420e-03
32768	150593	32435.000000	32435.000000	12987.000000	22.035078	7.924640e-03
65536	328182	65083.000000	65083.000000	29916.000000	33.476484	2.006906e-02
131072	670788	130256.000000	130256.000000	61435.000000	55.558516	4.320164e-02
264346	733846	264346.000000	264346.000000	34372.000000	72.226484	6.438672e-02
321270	800172	321270.000000	321270.000000	25399.000000	77.253828	7.326702e-02
435666	1057066	435666.000000	435666.000000	30728.000000	92.847578	9.895296e-02
1070376	2712798	1070376.000000	1070376.000000	101948.000000	241.183516	2.522353e-01
1207945	2840208	1207945.000000	1207945.000000	68261.000000	250.980391	2.880245e-01
1524453	3897636	1524453.000000	1524453.000000	138053.000000	313.003828	3.722982e-01
1890815	4657742	1890815.000000	1890815.000000	150596.000000	360.081953	4.589295e-01
2758119	6885658	2758119.000000	2758119.000000	228639.000000	557.183516	6.721574e-01
3598623	8778114	3598623.000000	3598623.000000	255253.000000	677.124922	9.237478e-01
6262104	15248146	6262104.000000	6262104.000000	452284.000000	1198.046952	1.666375e+00
14081816	34292496	14081816.000000	14081816.000000	1008346.000000	2612.624922	4.727616e+00
23947347	58333344	23947347.000000	23947347.000000	1717355.000000	4591.640547	7.609390e+00
